doc_id,entity_id,action,old_cpe,new_cpe,adjudication_basis,source_urls
"aa23-352a","E8","REVISE_CPE","cpe:2.3:a:simplehelp:simplehelp:*:*:*:*:*:*:*:*","cpe:2.3:a:simple-help:simplehelp:*:*:*:*:*:*:*:*","当前 NVD 正式 vendor 字段为 simple-help；simplehelp（无连字符）不是该产品的 CPE vendor。","https://nvd.nist.gov/products/cpe/detail/B84B1995-1767-4354-803D-49315827F12B"
"aa24-038a-volt-typhoon","E2","REVISE_CPE","cpe:2.3:a:fortinet:fortigate_300d:*:*:*:*:*:*:*:*","cpe:2.3:o:fortinet:fortios:*:*:*:*:*:*:*:*","FortiGate 300D 没有可核验的独立正式 CPE，原 part=a 亦不成立；原文说明未修补设备上的 CVE-2022-42475，唯一确定的软件父族为 FortiOS。","https://nvd.nist.gov/vuln/detail/CVE-2022-42475"
"aa24-060b","E26","REVISE_CPE","cpe:2.3:a:ivanti:neurons_for_zta:*:*:*:*:*:*:*:*","cpe:2.3:a:ivanti:neurons_for_zero-trust_access:*:*:*:*:*:*:*:*","ZTA 是 Zero Trust Access 的简称；当前 NVD 正式 product 字段为 neurons_for_zero-trust_access。","https://nvd.nist.gov/products/cpe/detail/B7B5DD63-7735-4C9B-94E7-1807DDDDC6D0"
"aa24-060b","E30","REVISE_CPE","cpe:2.3:a:ivanti:neurons_for_zta:*:*:*:*:*:*:*:*","cpe:2.3:a:ivanti:zero_trust_access_gateway:*:*:*:*:*:*:*:*","原文端点明确为 ZTA gateways；相关 NVD 配置将该端点规范为 zero_trust_access_gateway，而非 Neurons 客户端产品。","https://nvd.nist.gov/vuln/detail/CVE-2024-22024"
"aa24-109a","E75","REVISE_CPE","cpe:2.3:a:sonicwall:sonicwall:*:*:*:*:*:*:*:*","cpe:2.3:o:sonicwall:sonicos:*:*:*:*:*:*:*:*","SonicWall 是厂商名而非 product；该句绑定 CVE-2024-40766，NVD 唯一软件产品族为 SonicOS。","https://nvd.nist.gov/vuln/detail/CVE-2024-40766"
"aa24-109a","E77","REVISE_CPE","cpe:2.3:a:veeam:veeam:*:*:*:*:*:*:*:*","cpe:2.3:a:veeam:veeam_backup_\&_replication:*:*:*:*:*:*:*:*","Veeam 是厂商简称；该 mention 同时绑定 CVE-2023-27532 与 CVE-2024-40711，二者唯一共同产品为 Veeam Backup & Replication。","https://nvd.nist.gov/vuln/detail/CVE-2023-27532 | https://nvd.nist.gov/vuln/detail/CVE-2024-40711 | https://nvd.nist.gov/products/cpe/detail/9310EBFD-A314-4F2A-A527-7488C6C88A36"
"aa24-242a","E70","REVISE_CPE","cpe:2.3:a:fortinet:forticlient_endpoint_management_server:*:*:*:*:*:*:*:*","cpe:2.3:a:fortinet:forticlient_enterprise_management_server:*:*:*:*:*:*:*:*","FortiClient EMS 的正式 product 字段是 forticlient_enterprise_management_server。","https://nvd.nist.gov/products/cpe/detail/1074549"
"aa24-249a","E101","REJECT","cpe:2.3:h:dahua:ip_camera:*:*:*:*:*:*:*:*","","原 vendor=dahua、product=ip_camera 无正式 CPE；CVE-2021-33044/33045 展开为 dahuasecurity 下多个互不等价的 IPC/TPC 型号族，原文仅说 Dahua IP cameras，不能唯一选定一个 CPE。","https://nvd.nist.gov/vuln/detail/CVE-2021-33044 | https://nvd.nist.gov/vuln/detail/CVE-2021-33045"
"aa24-249a","E97","REVISE_CPE","cpe:2.3:a:polkit:polkit:*:*:*:*:*:*:*:*","cpe:2.3:a:polkit_project:polkit:*:*:*:*:*:*:*:*","当前 NVD 正式 vendor 字段为 polkit_project。","https://nvd.nist.gov/products/cpe/search/results?keyword=cpe%3A2.3%3Aa%3Apolkit_project%3Apolkit%3A%2A%3A%2A%3A%2A%3A%2A%3A%2A%3A%2A%3A%2A%3A%2A&namingFormat=2.3&orderBy=CPEURI&status=FINAL%2CDEPRECATED"
"aa25-050a","E1","REVISE_CPE","cpe:2.3:a:fortinet:fortios:*:*:*:*:*:*:*:*","cpe:2.3:o:fortinet:fortios:*:*:*:*:*:*:*:*","FortiOS 的正式 CPE 使用 part=o；a:fortinet:fortios 在当前 NVD CPE 检索中无匹配。","https://nvd.nist.gov/vuln/detail/CVE-2018-13379 | https://nvd.nist.gov/products/cpe/search/results?keyword=cpe%3A2.3%3Aa%3Afortinet%3Afortios%3A%2A%3A%2A%3A%2A%3A%2A%3A%2A%3A%2A%3A%2A%3A%2A&namingFormat=2.3&orderBy=CPEURI&status=FINAL%2CDEPRECATED"
"aa25-071a","E2","REVISE_CPE","cpe:2.3:a:fortinet:forticlient_endpoint_management_server:*:*:*:*:*:*:*:*","cpe:2.3:a:fortinet:forticlient_enterprise_management_server:*:*:*:*:*:*:*:*","FortiClient EMS 的正式 product 字段是 forticlient_enterprise_management_server。","https://nvd.nist.gov/products/cpe/detail/1074549"
"aa25-163a","E5","REVISE_CPE","cpe:2.3:a:simplehelp:simplehelp:*:*:*:*:*:*:*:*","cpe:2.3:a:simple-help:simplehelp:*:*:*:*:*:*:*:*","当前 NVD 正式 vendor 字段为 simple-help；simplehelp（无连字符）不是该产品的 CPE vendor。","https://nvd.nist.gov/products/cpe/detail/B84B1995-1767-4354-803D-49315827F12B"
"aa25-163a","E7","REVISE_CPE","cpe:2.3:a:simplehelp:simplehelp:*:*:*:*:*:*:*:*","cpe:2.3:a:simple-help:simplehelp:*:*:*:*:*:*:*:*","当前 NVD 正式 vendor 字段为 simple-help；simplehelp（无连字符）不是该产品的 CPE vendor。","https://nvd.nist.gov/products/cpe/detail/B84B1995-1767-4354-803D-49315827F12B"
"aa25-239a","E122","REVISE_CPE","cpe:2.3:a:paloaltonetworks:pan-os:*:*:*:*:*:*:*:*","cpe:2.3:o:paloaltonetworks:pan-os:*:*:*:*:*:*:*:*","PAN-OS 的正式 CPE 使用 part=o；当前 NVD 对 a:paloaltonetworks:pan-os 返回 0 条。","https://nvd.nist.gov/products/cpe/search/results?keyword=cpe%3A2.3%3Ao%3Apaloaltonetworks%3Apan-os%3A%2A%3A%2A%3A%2A%3A%2A%3A%2A%3A%2A%3A%2A%3A%2A&namingFormat=2.3&orderBy=CPEURI&status=FINAL | https://nvd.nist.gov/vuln/detail/CVE-2024-3400"
"aa25-239a","E123","REVISE_CPE","cpe:2.3:a:cisco:ios_xe:*:*:*:*:*:*:*:*","cpe:2.3:o:cisco:ios_xe:*:*:*:*:*:*:*:*","IOS XE 是操作系统；仓库归档 NVD 配置与当前 NVD CPE 均使用 part=o、vendor=cisco、product=ios_xe。","https://nvd.nist.gov/products/cpe/detail/4BC0F884-F57C-481B-9C9E-E3F5495BAE1E | https://nvd.nist.gov/vuln/detail/CVE-2023-20198"
"aa25-239a","E124","REVISE_CPE","cpe:2.3:a:cisco:ios_xe:*:*:*:*:*:*:*:*","cpe:2.3:o:cisco:ios_xe:*:*:*:*:*:*:*:*","IOS XE 是操作系统；仓库归档 NVD 配置与当前 NVD CPE 均使用 part=o、vendor=cisco、product=ios_xe。","https://nvd.nist.gov/products/cpe/detail/4BC0F884-F57C-481B-9C9E-E3F5495BAE1E | https://nvd.nist.gov/vuln/detail/CVE-2023-20198"
"aa25-239a","E125","REVISE_CPE","cpe:2.3:a:cisco:ios:*:*:*:*:*:*:*:*","cpe:2.3:o:cisco:ios:*:*:*:*:*:*:*:*","Cisco IOS 是操作系统；CVE-2018-0171 的 NVD 配置使用 o:cisco:ios。","https://nvd.nist.gov/vuln/detail/CVE-2018-0171"
"aa25-239a","E126","REVISE_CPE","cpe:2.3:a:cisco:ios_xe:*:*:*:*:*:*:*:*","cpe:2.3:o:cisco:ios_xe:*:*:*:*:*:*:*:*","IOS XE 是操作系统；仓库归档 NVD 配置与当前 NVD CPE 均使用 part=o、vendor=cisco、product=ios_xe。","https://nvd.nist.gov/products/cpe/detail/4BC0F884-F57C-481B-9C9E-E3F5495BAE1E | https://nvd.nist.gov/vuln/detail/CVE-2023-20198"
"aa25-239a","E127","REVISE_CPE","cpe:2.3:a:cisco:ios_xe:*:*:*:*:*:*:*:*","cpe:2.3:o:cisco:ios_xe:*:*:*:*:*:*:*:*","IOS XE 是操作系统；仓库归档 NVD 配置与当前 NVD CPE 均使用 part=o、vendor=cisco、product=ios_xe。","https://nvd.nist.gov/products/cpe/detail/4BC0F884-F57C-481B-9C9E-E3F5495BAE1E | https://nvd.nist.gov/vuln/detail/CVE-2023-20198"
"aa25-239a","E58","REVISE_CPE","cpe:2.3:a:paloaltonetworks:pan-os:*:*:*:*:*:*:*:*","cpe:2.3:o:paloaltonetworks:pan-os:*:*:*:*:*:*:*:*","PAN-OS 的正式 CPE 使用 part=o；当前 NVD 对 a:paloaltonetworks:pan-os 返回 0 条。","https://nvd.nist.gov/products/cpe/search/results?keyword=cpe%3A2.3%3Ao%3Apaloaltonetworks%3Apan-os%3A%2A%3A%2A%3A%2A%3A%2A%3A%2A%3A%2A%3A%2A%3A%2A&namingFormat=2.3&orderBy=CPEURI&status=FINAL | https://nvd.nist.gov/vuln/detail/CVE-2024-3400"
"aa25-239a","E60","REVISE_CPE","cpe:2.3:a:cisco:ios_xe:*:*:*:*:*:*:*:*","cpe:2.3:o:cisco:ios_xe:*:*:*:*:*:*:*:*","IOS XE 是操作系统；仓库归档 NVD 配置与当前 NVD CPE 均使用 part=o、vendor=cisco、product=ios_xe。","https://nvd.nist.gov/products/cpe/detail/4BC0F884-F57C-481B-9C9E-E3F5495BAE1E | https://nvd.nist.gov/vuln/detail/CVE-2023-20198"
"aa25-239a","E62","REVISE_CPE","cpe:2.3:a:cisco:ios_xe:*:*:*:*:*:*:*:*","cpe:2.3:o:cisco:ios_xe:*:*:*:*:*:*:*:*","IOS XE 是操作系统；仓库归档 NVD 配置与当前 NVD CPE 均使用 part=o、vendor=cisco、product=ios_xe。","https://nvd.nist.gov/products/cpe/detail/4BC0F884-F57C-481B-9C9E-E3F5495BAE1E | https://nvd.nist.gov/vuln/detail/CVE-2023-20198"
"aa25-239a","E64","REVISE_CPE","cpe:2.3:a:cisco:ios:*:*:*:*:*:*:*:*","cpe:2.3:o:cisco:ios:*:*:*:*:*:*:*:*","Cisco IOS 是操作系统；CVE-2018-0171 的 NVD 配置使用 o:cisco:ios。","https://nvd.nist.gov/vuln/detail/CVE-2018-0171"
"aa25-266a","E2","KEEP","cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*","","仓库缺 2016 年分片；当前 NVD 的 CVE-2016-5195 明确使用 o:linux:linux_kernel 范围 CPE。","https://nvd.nist.gov/vuln/detail/CVE-2016-5195"
"aa26-097a","E10","REJECT","cpe:2.3:a:rockwellautomation:logix_controllers:*:*:*:*:*:*:*:*","","logix_controllers 不是正式单一 CPE；CVE-2021-22681 涵盖多个 ControlLogix/CompactLogix/GuardLogix 等硬件族及工程软件，原文泛称 Logix Controllers，不能唯一归一化。","https://nvd.nist.gov/vuln/detail/CVE-2021-22681"
"citrix-adc-tenable-citrix-19781-cve","E3","KEEP","cpe:2.3:a:citrix:application_delivery_controller:*:*:*:*:*:*:*:*","","仓库 CVE 快照同时列出固件和硬件，但当前 NVD CPE 字典存在且仍使用 a:citrix:application_delivery_controller；表面词与该应用产品族直接一致。","https://nvd.nist.gov/products/cpe/search/results?keyword=cpe%3A2.3%3Aa%3Acitrix%3Aapplication_delivery_controller%3A%2A%3A%2A%3A%2A%3A%2A%3A%2A%3A%2A%3A%2A%3A%2A&namingFormat=2.3&orderBy=CPEURI&status=FINAL%2CDEPRECATED"
"citrix-adc-tenable-citrix-19781-cve","E5","KEEP","cpe:2.3:a:citrix:netscaler_gateway:*:*:*:*:*:*:*:*","","当前 NVD CPE 字典仍列出 a:citrix:netscaler_gateway；不能仅因 CVE 配置同时含 firmware/hardware 就把产品 mention 强制改成固件。","https://nvd.nist.gov/products/cpe/search/results?keyword=cpe%3A2.3%3Aa%3Acitrix%3Anetscaler_gateway%3A%2A%3A%2A%3A%2A%3A%2A%3A%2A%3A%2A%3A%2A%3A%2A&namingFormat=2.3&orderBy=CPEURI&status=FINAL%2CDEPRECATED"
"eternalblue-expressvpn-eternalblue","E4","REVISE_CPE","cpe:2.3:a:microsoft:server_message_block_3.0:*:*:*:*:*:*:*:*","cpe:2.3:o:microsoft:windows:*:*:*:*:*:*:*:*","NVD 字典没有 SMB 3.0 独立 CPE；CVE-2020-0796 的受影响配置为 Windows 10/Windows Server，故投影到 Windows OS 父族。","https://nvd.nist.gov/vuln/detail/CVE-2020-0796"
"fortios-sslvpn-rapid7-fortinet-targeting","E13","REVISE_CPE","cpe:2.3:a:sap:crm:*:*:*:*:*:*:*:*","cpe:2.3:a:sap:customer_relationship_management:*:*:*:*:*:*:*:*","SAP CRM 的相关 NVD 配置采用完整 product 字段 customer_relationship_management。","https://nvd.nist.gov/vuln/detail/CVE-2018-2380"
"fortios-sslvpn-rapid7-fortinet-targeting","E18","REVISE_CPE","cpe:2.3:a:fortinet:fortios:*:*:*:*:*:*:*:*","cpe:2.3:o:fortinet:fortios:*:*:*:*:*:*:*:*","FortiOS 的正式 CPE 使用 part=o；a:fortinet:fortios 在当前 NVD CPE 检索中无匹配。","https://nvd.nist.gov/vuln/detail/CVE-2018-13379 | https://nvd.nist.gov/products/cpe/search/results?keyword=cpe%3A2.3%3Aa%3Afortinet%3Afortios%3A%2A%3A%2A%3A%2A%3A%2A%3A%2A%3A%2A%3A%2A%3A%2A&namingFormat=2.3&orderBy=CPEURI&status=FINAL%2CDEPRECATED"
"fortios-sslvpn-rapid7-fortinet-targeting","E19","REVISE_CPE","cpe:2.3:a:fortinet:fortios:*:*:*:*:*:*:*:*","cpe:2.3:o:fortinet:fortios:*:*:*:*:*:*:*:*","FortiOS 的正式 CPE 使用 part=o；a:fortinet:fortios 在当前 NVD CPE 检索中无匹配。","https://nvd.nist.gov/vuln/detail/CVE-2018-13379 | https://nvd.nist.gov/products/cpe/search/results?keyword=cpe%3A2.3%3Aa%3Afortinet%3Afortios%3A%2A%3A%2A%3A%2A%3A%2A%3A%2A%3A%2A%3A%2A%3A%2A&namingFormat=2.3&orderBy=CPEURI&status=FINAL%2CDEPRECATED"
"fortios-sslvpn-rapid7-fortinet-targeting","E20","REVISE_CPE","cpe:2.3:a:fortinet:fortios:*:*:*:*:*:*:*:*","cpe:2.3:o:fortinet:fortios:*:*:*:*:*:*:*:*","FortiOS 的正式 CPE 使用 part=o；a:fortinet:fortios 在当前 NVD CPE 检索中无匹配。","https://nvd.nist.gov/vuln/detail/CVE-2018-13379 | https://nvd.nist.gov/products/cpe/search/results?keyword=cpe%3A2.3%3Aa%3Afortinet%3Afortios%3A%2A%3A%2A%3A%2A%3A%2A%3A%2A%3A%2A%3A%2A%3A%2A&namingFormat=2.3&orderBy=CPEURI&status=FINAL%2CDEPRECATED"
"fortios-sslvpn-rapid7-fortinet-targeting","E21","KEEP","cpe:2.3:a:sap:netweaver:*:*:*:*:*:*:*:*","","仓库缺 2016 年分片；当前 NVD 的 CVE-2016-3976 与 CVE-2016-9563 均明确列出 a:sap:netweaver。","https://nvd.nist.gov/vuln/detail/CVE-2016-3976 | https://nvd.nist.gov/vuln/detail/CVE-2016-9563"
"fortios-sslvpn-rapid7-fortinet-targeting","E22","KEEP","cpe:2.3:a:sap:netweaver:*:*:*:*:*:*:*:*","","仓库缺 2016 年分片；当前 NVD 的 CVE-2016-3976 与 CVE-2016-9563 均明确列出 a:sap:netweaver。","https://nvd.nist.gov/vuln/detail/CVE-2016-3976 | https://nvd.nist.gov/vuln/detail/CVE-2016-9563"
"fortios-sslvpn-rapid7-fortinet-targeting","E30","REVISE_CPE","cpe:2.3:a:fortinet:fortios:*:*:*:*:*:*:*:*","cpe:2.3:o:fortinet:fortios:*:*:*:*:*:*:*:*","FortiOS 的正式 CPE 使用 part=o；a:fortinet:fortios 在当前 NVD CPE 检索中无匹配。","https://nvd.nist.gov/vuln/detail/CVE-2018-13379 | https://nvd.nist.gov/products/cpe/search/results?keyword=cpe%3A2.3%3Aa%3Afortinet%3Afortios%3A%2A%3A%2A%3A%2A%3A%2A%3A%2A%3A%2A%3A%2A%3A%2A&namingFormat=2.3&orderBy=CPEURI&status=FINAL%2CDEPRECATED"
"ivanti-connect-secure-cisa-ivanti-multiple-vulnerabilities","E30","REVISE_CPE","cpe:2.3:a:ivanti:neurons_for_zta:*:*:*:*:*:*:*:*","cpe:2.3:a:ivanti:neurons_for_zero-trust_access:*:*:*:*:*:*:*:*","ZTA 是 Zero Trust Access 的简称；当前 NVD 正式 product 字段为 neurons_for_zero-trust_access。","https://nvd.nist.gov/products/cpe/detail/B7B5DD63-7735-4C9B-94E7-1807DDDDC6D0"
"ivanti-connect-secure-cisa-ivanti-multiple-vulnerabilities","E33","REVISE_CPE","cpe:2.3:a:ivanti:neurons_for_zta:*:*:*:*:*:*:*:*","cpe:2.3:a:ivanti:zero_trust_access_gateway:*:*:*:*:*:*:*:*","原文端点明确为 ZTA gateways；相关 NVD 配置将该端点规范为 zero_trust_access_gateway，而非 Neurons 客户端产品。","https://nvd.nist.gov/vuln/detail/CVE-2024-22024"
