doc_id,entity_id,decision,surface,start,end,normalized_id,cpe_version,flags,basis
aa23-074a,E82,KEEP,Telerik UI for ASP.NET AJAX,9921,9948,cpe:2.3:a:progress:telerik_ui_for_asp.net_ajax:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-074a-telerik-cve-18935,E14,KEEP,Telerik UI for ASP.NET AJAX,2974,3001,cpe:2.3:a:progress:telerik_ui_for_asp.net_ajax:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-074a-telerik-cve-18935,E15,KEEP,Telerik UI for ASP.NET AJAX,1013,1040,cpe:2.3:a:progress:telerik_ui_for_asp.net_ajax:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-074a-telerik-cve-18935,E16,KEEP,Telerik UI for ASP.NET AJAX,3661,3688,cpe:2.3:a:progress:telerik_ui_for_asp.net_ajax:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-074a-telerik-cve-18935,E81,REVISE_SPAN,Progress Telerik user interface (UI) for ASP.NET AJAX,445,498,cpe:2.3:a:progress:telerik_ui_for_asp.net_ajax:*:*:*:*:*:*:*:*,*,,Progress is an immediately adjacent vendor token in the same continuous product noun phrase.
aa23-074a-telerik-cve-18935,E83,KEEP,Telerik UI for ASP.NET AJAX,3992,4019,cpe:2.3:a:progress:telerik_ui_for_asp.net_ajax:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-074a-telerik-cve-18935,E84,KEEP,Telerik UI for ASP.NET AJAX,9644,9671,cpe:2.3:a:progress:telerik_ui_for_asp.net_ajax:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-131a,E16,KEEP,PaperCut NG,1003,1014,cpe:2.3:a:papercut:papercut_ng:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-131a,E17,KEEP,PaperCut MF,1019,1030,cpe:2.3:a:papercut:papercut_mf:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-136a,E102,KEEP,Windows 10 and 11,6903,6920,cpe:2.3:o:microsoft:windows:*:*:*:*:*:*:*:*,*,numeric_product_or_generation,Retained after the full Configuration inventory audit under MCPU v2.
aa23-136a,E103,KEEP,Windows 10 and 11,23176,23193,cpe:2.3:o:microsoft:windows:*:*:*:*:*:*:*:*,*,numeric_product_or_generation,Retained after the full Configuration inventory audit under MCPU v2.
aa23-136a,E104,KEEP,Netlogon,11386,11394,cpe:2.3:o:microsoft:windows:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-136a,E105,KEEP,NetLogon,19853,19861,cpe:2.3:o:microsoft:windows:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-136a,E106,KEEP,NetLogon,45392,45400,cpe:2.3:o:microsoft:windows:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-158a,E35,KEEP,GoAnywhere MFT,5397,5411,cpe:2.3:a:fortra:goanywhere_managed_file_transfer:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-158a,E56,KEEP,MOVEit,62,68,cpe:2.3:a:progress:moveit_transfer:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-158a,E57,KEEP,MOVEit,602,608,cpe:2.3:a:progress:moveit_transfer:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-158a,E58,KEEP,MOVEit Transfer,2567,2582,cpe:2.3:a:progress:moveit_transfer:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-158a,E59,KEEP,MOVEIT TRANSFER,8806,8821,cpe:2.3:a:progress:moveit_transfer:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-158a,E60,KEEP,MOVEit Transfer,9162,9177,cpe:2.3:a:progress:moveit_transfer:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-158a,E62,KEEP,MOVEit Transfer,24509,24524,cpe:2.3:a:progress:moveit_transfer:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-165a,E83,KEEP,F5 iControl REST,24530,24546,cpe:2.3:a:f5:big-ip:*:*:*:*:*:*:*:*,*,numeric_product_or_generation,Retained after the full Configuration inventory audit under MCPU v2.
aa23-165a,E84,KEEP,Fortra GoAnyhwere Managed File Transfer (MFT),24659,24704,cpe:2.3:a:fortra:goanywhere_managed_file_transfer:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-165a,E85,KEEP,Apache Log4j2,24907,24920,cpe:2.3:a:apache:log4j:*:*:*:*:*:*:*:*,*,numeric_product_or_generation,Retained after the full Configuration inventory audit under MCPU v2.
aa23-165a,E86,KEEP,F5 BIG-IP,24976,24985,cpe:2.3:a:f5:big-ip:*:*:*:*:*:*:*:*,*,numeric_product_or_generation,Retained after the full Configuration inventory audit under MCPU v2.
aa23-165a,E87,KEEP,BIG-IQ Centralized Management,24990,25019,cpe:2.3:a:f5:big-iq_centralized_management:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-165a,E88,KEEP,NetLogon,25088,25096,cpe:2.3:o:microsoft:windows:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-165a,E89,KEEP,Microsoft Remote Desktop Services,25150,25183,cpe:2.3:o:microsoft:windows:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-165a,E90,KEEP,Fortinet FortiOS,25243,25259,cpe:2.3:o:fortinet:fortios:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-187a,E93,KEEP,Netwrix Auditor,30447,30462,cpe:2.3:a:netwrix:auditor:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-187a,E94,KEEP,Netwrix Auditor,2177,2192,cpe:2.3:a:netwrix:auditor:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-187a,E95,KEEP,Netwrix Auditor,4852,4867,cpe:2.3:a:netwrix:auditor:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-201a,E110,KEEP,NetScaler (formerly Citrix) Application Delivery Controller (ADC),1239,1304,cpe:2.3:a:citrix:netscaler_application_delivery_controller:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-201a,E111,KEEP,NetScaler Gateway,1309,1326,cpe:2.3:a:citrix:netscaler_gateway:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-201a,E112,KEEP,NetScaler ADC,3504,3517,cpe:2.3:a:citrix:netscaler_application_delivery_controller:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-201a,E113,KEEP,NetScaler ADC,4171,4184,cpe:2.3:a:citrix:netscaler_application_delivery_controller:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-201a,E114,KEEP,NetScaler Gateway,4189,4206,cpe:2.3:a:citrix:netscaler_gateway:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-201a,E115,KEEP,NetScaler ADC,14478,14491,cpe:2.3:a:citrix:netscaler_application_delivery_controller:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-213a,E66,KEEP,Ivanti Endpoint Manager Mobile (EPMM),2035,2072,cpe:2.3:a:ivanti:endpoint_manager_mobile:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-213a,E67,KEEP,EPMM,2312,2316,cpe:2.3:a:ivanti:endpoint_manager_mobile:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-213a,E69,KEEP,Ivanti Endpoint Manager Mobile (EPMM),4747,4784,cpe:2.3:a:ivanti:endpoint_manager_mobile:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-213a,E70,KEEP,EPMM,5396,5400,cpe:2.3:a:ivanti:endpoint_manager_mobile:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-213a,E71,KEEP,EPMM,6493,6497,cpe:2.3:a:ivanti:endpoint_manager_mobile:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-213a,E72,KEEP,EPMM,7516,7520,cpe:2.3:a:ivanti:endpoint_manager_mobile:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-213a,E73,KEEP,Ivanti EPMM,8576,8587,cpe:2.3:a:ivanti:endpoint_manager_mobile:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-213a,E74,KEEP,EPMM,8817,8821,cpe:2.3:a:ivanti:endpoint_manager_mobile:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-213a,E75,KEEP,EPMM,9016,9020,cpe:2.3:a:ivanti:endpoint_manager_mobile:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-215a,E165,REVISE_SPAN,Microsoft Exchange,5374,5392,cpe:2.3:a:microsoft:exchange_server:*:*:*:*:*:*:*:*,*,,Retain the adjacent vendor-product identity and remove the generic email-server class suffix.
aa23-215a,E166,KEEP,Zoho ManageEngine ADSelfService Plus,5898,5934,cpe:2.3:a:zohocorp:manageengine_adselfservice_plus:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-215a,E167,KEEP,Atlassian Confluence,6147,6167,cpe:2.3:a:atlassian:confluence:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-215a,E168,REVISE_SPAN,Apache’s Log4j,6652,6666,cpe:2.3:a:apache:log4j:*:*:*:*:*:*:*:*,*,numeric_product_or_generation,Retain the adjacent vendor-product identity and remove the generic library class suffix.
aa23-215a,E169,KEEP,VMware Workspace ONE Access,7388,7415,cpe:2.3:a:vmware:workspace_one_access:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-215a,E170,KEEP,Identity Manager,7417,7433,cpe:2.3:a:vmware:identity_manager:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-215a,E171,KEEP,F5 BIG-IP,7854,7863,cpe:2.3:a:f5:big-ip:*:*:*:*:*:*:*:*,*,numeric_product_or_generation,Retained after the full Configuration inventory audit under MCPU v2.
aa23-215a,E172,KEEP,Microsoft Support Diagnostic Tool (MSDT),7958,7998,cpe:2.3:o:microsoft:windows:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-215a,E173,KEEP,Atlassian Confluence,8178,8198,cpe:2.3:a:atlassian:confluence:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-215a,E174,KEEP,FortiOS,8548,8555,cpe:2.3:o:fortinet:fortios:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-215a,E175,KEEP,FortiProxy,8560,8570,cpe:2.3:a:fortinet:fortiproxy:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-215a,E176,KEEP,Exchange Server,8724,8739,cpe:2.3:a:microsoft:exchange_server:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-215a,E177,KEEP,Exchange Server,8826,8841,cpe:2.3:a:microsoft:exchange_server:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-215a,E178,KEEP,Exchange Server,8991,9006,cpe:2.3:a:microsoft:exchange_server:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-215a,E179,KEEP,ADSelfService Plus,9095,9113,cpe:2.3:a:zohocorp:manageengine_adselfservice_plus:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-215a,E180,KEEP,Confluence,9198,9208,cpe:2.3:a:atlassian:confluence:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-215a,E181,KEEP,Log4j2,9398,9404,cpe:2.3:a:apache:log4j:*:*:*:*:*:*:*:*,*,numeric_product_or_generation,Retained after the full Configuration inventory audit under MCPU v2.
aa23-215a,E182,KEEP,Workspace ONE Access,9681,9701,cpe:2.3:a:vmware:workspace_one_access:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-215a,E183,KEEP,Identity Manager,9706,9722,cpe:2.3:a:vmware:identity_manager:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-215a,E184,KEEP,Workspace ONE Access,9814,9834,cpe:2.3:a:vmware:workspace_one_access:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-215a,E185,KEEP,Identity Manager,9836,9852,cpe:2.3:a:vmware:identity_manager:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-215a,E186,KEEP,vRealize Automation,9858,9877,cpe:2.3:a:vmware:vrealize_automation:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-215a,E187,KEEP,BIG-IP,9972,9978,cpe:2.3:a:f5:big-ip:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-215a,E188,KEEP,Confluence,10153,10163,cpe:2.3:a:atlassian:confluence:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-215a,E189,KEEP,Exchange Server,10735,10750,cpe:2.3:a:microsoft:exchange_server:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-215a,E190,KEEP,Pulse Connect Secure,10892,10912,cpe:2.3:a:ivanti:connect_secure:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-215a,E191,KEEP,Remote Desktop Services,11047,11070,cpe:2.3:o:microsoft:windows:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-215a,E192,KEEP,Application Delivery Controller,11121,11152,cpe:2.3:a:citrix:netscaler_application_delivery_controller:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-215a,E193,KEEP,Gateway,11157,11164,cpe:2.3:a:citrix:netscaler_gateway:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-215a,E194,KEEP,BIG-IP,11303,11309,cpe:2.3:a:f5:big-ip:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-215a,E195,KEEP,WebLogic Server,11531,11546,cpe:2.3:a:oracle:weblogic_server:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-215a,E196,KEEP,WebLogic Server,11585,11600,cpe:2.3:a:oracle:weblogic_server:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-215a,E197,KEEP,SMA100,11649,11655,cpe:2.3:o:sonicwall:sma_100_firmware:*:*:*:*:*:*:*:*,*,numeric_product_or_generation,Retained after the full Configuration inventory audit under MCPU v2.
aa23-215a,E198,KEEP,Exchange Server,11801,11816,cpe:2.3:a:microsoft:exchange_server:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-215a,E199,KEEP,Exchange Server,11903,11918,cpe:2.3:a:microsoft:exchange_server:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-215a,E200,KEEP,Exchange Server,12048,12063,cpe:2.3:a:microsoft:exchange_server:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-215a,E201,KEEP,Exchange Server,12118,12133,cpe:2.3:a:microsoft:exchange_server:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-215a,E202,KEEP,Email Security,12206,12220,cpe:2.3:a:sonicwall:email_security:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-215a,E203,KEEP,HTTP Server,12317,12328,cpe:2.3:a:apache:http_server:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-215a,E204,KEEP,HTTP Server,12423,12434,cpe:2.3:a:apache:http_server:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-215a,E205,KEEP,HTTP Server,12566,12577,cpe:2.3:a:apache:http_server:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-215a,E206,REVISE_SPAN,SMA 100 Series,12712,12726,cpe:2.3:o:sonicwall:sma_100_firmware:*:*:*:*:*:*:*:*,*,numeric_product_or_generation,SMA 100 Series is the product-family identity; Appliances is a generic class suffix in this occurrence.
aa23-215a,E207,KEEP,Log4j,12854,12859,cpe:2.3:a:apache:log4j:*:*:*:*:*:*:*:*,*,numeric_product_or_generation,Retained after the full Configuration inventory audit under MCPU v2.
aa23-215a,E208,KEEP,FortiOS,13016,13023,cpe:2.3:o:fortinet:fortios:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-215a,E209,KEEP,Collaboration Suite,13102,13121,cpe:2.3:a:zimbra:collaboration:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-215a,E210,KEEP,Internet Communication Manager (ICM),13257,13293,cpe:2.3:a:sap:internet_communication_manager:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-215a,E211,KEEP,Spring Cloud,13435,13447,cpe:2.3:a:vmware:spring_cloud_function:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-215a,E212,KEEP,Zimbra Collaboration Suite,13767,13793,cpe:2.3:a:zimbra:collaboration:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
